method,source,model,n_poses,n_targets,pcc,pcc_ci_low,pcc_ci_high,rmse,rmse_ci_low,rmse_ci_high,n_boot_pcc,n_boot_rmse
median,alphafold3,gign,1,270,0.7115494250854131,0.6419075525824315,0.7729608073872402,1.5573623154715377,1.404283542489817,1.7105036781024028,20000,20000
median,alphafold3,gign,2,270,0.7209933231690505,0.653421618984641,0.7807507281782129,1.538629166158042,1.3869553645604036,1.688872177713288,20000,20000
median,alphafold3,gign,3,270,0.7147500940855196,0.6437801923419496,0.7773913278452397,1.5517538239478992,1.3926585383187253,1.7074827715447813,20000,20000
median,alphafold3,gign,5,270,0.7158089315049553,0.6465884374161728,0.7778245218490583,1.5485314627972964,1.3923869520735217,1.7026431506928104,20000,20000
median,alphafold3,gign,10,270,0.7140317499623049,0.6442569196908986,0.7758348482833465,1.553432532958081,1.3972587399790148,1.708181911614763,20000,20000
median,alphafold3,gign,20,270,0.7236869849477292,0.6552379374271994,0.7843083196023254,1.5329347490868708,1.3782460279569544,1.685430702171803,20000,20000
median,alphafold3,gign,30,270,0.725647148356119,0.6566663718527993,0.7867192118113105,1.5296924966685712,1.3737920419514613,1.684943979679986,20000,20000
median,alphafold3,gign,50,270,0.7234350638676,0.6537115684682486,0.7847327788234644,1.5366837134289462,1.380616850532234,1.6915214306793251,20000,20000
median,alphafold3,gign,100,270,0.7146729797270803,0.6433929449888451,0.776493220021464,1.562214882207433,1.4051747518425577,1.719527568633412,20000,20000
median,alphafold3,onionnet-2,1,285,0.5870685978293083,0.5031755055960744,0.6643241235266638,1.8747097978274332,1.6907950015883606,2.059317441283524,20000,20000
median,alphafold3,onionnet-2,2,285,0.592285904279151,0.5093459842621383,0.6674303146547513,1.8683890553610567,1.6878552255092494,2.0506689692220514,20000,20000
median,alphafold3,onionnet-2,3,285,0.589715108104523,0.5056485496821234,0.666784356818408,1.8704418108911662,1.6872043426258667,2.0551980226926574,20000,20000
median,alphafold3,onionnet-2,5,285,0.5875429448878775,0.5031387195408101,0.6642896810494295,1.8767484009934785,1.6940107035444278,2.0612249769751747,20000,20000
median,alphafold3,onionnet-2,10,285,0.5889003262802712,0.503540454342313,0.6670655178404908,1.8725196499870753,1.686891670994413,2.059323681491453,20000,20000
median,alphafold3,onionnet-2,20,285,0.5906004933490412,0.5045119914245308,0.6691722990551799,1.869816148648207,1.6847229609322503,2.056789958296579,20000,20000
median,alphafold3,onionnet-2,30,285,0.5894962366237849,0.5032128656234336,0.6682263437523683,1.872539989416758,1.6867055361198395,2.06025595500869,20000,20000
median,alphafold3,onionnet-2,50,285,0.5908039144547766,0.5041720576777909,0.6696674260004972,1.87097972916762,1.6851866072269093,2.0587661464610503,20000,20000
median,alphafold3,onionnet-2,100,285,0.5797210095382518,0.4902982905860631,0.6618732106912426,1.8908545341825207,1.7002065097431092,2.0832020567180893,20000,20000
